,electricity,heat,pv,temp_air,ghi,dhi,wind_speed,pressure,temp_dew,h2_demand
2022-08-13 16:30:00+00:00,23.97790055233054,1.166292915273516,20.787129210234635,29.668181818181814,294.3055555555551,115.999993291279,4.233828359285635,101009.00000000004,13.122727272727408,2.3977900552330538
2022-08-13 16:45:00+00:00,23.97790055256337,1.7510616908803058,18.3548373211094,29.50000000000001,253.0555555555556,100.99999485557912,4.73178862441455,100995.99999999996,13.181818181818183,2.397790055256337
2022-08-13 17:00:00+00:00,23.97790055256337,3.1674027931076125,15.995563433370462,29.076490101792025,180.00000000116876,90.2219751823148,4.521689709592632,100989.99999999996,13.331818181818186,2.397790055256337
2022-08-13 17:15:00+00:00,24.0,3.167402793089422,13.64603137892918,28.85454545457571,158.33333333276772,82.99125523608386,4.681661606794081,100980.0,13.527272727272733,2.4
2022-08-13 17:30:00+00:00,23.99814809090458,3.1674027931112505,11.066392655983083,28.49970229591096,122.91666666669636,72.0,4.257066337835024,100979.00000000004,13.599999999999998,2.399814809090458
2022-08-13 17:45:00+00:00,23.989819987444207,2.8748560595704475,8.45822712813012,28.309090909091005,88.33333333333334,56.99999999999997,3.647532914941265,100982.0,13.896103763089013,2.3989819987444205
2022-08-13 18:00:00+00:00,20.010180012555796,2.16629229897444,5.670076822899494,27.698702146216952,64.63396241939341,44.16666666765192,3.567572647831338,100977.99999999996,14.081551373792571,2.00101800125558
2022-08-13 18:15:00+00:00,23.977653631241992,2.1662922987270576,2.867991153069814,27.31818181818181,37.7124727253587,29.119192956988925,3.550462701876011,100980.0,14.23035015178462,2.3977653631241993
2022-08-13 18:30:00+00:00,24.0,2.1662922989635263,0.6184181638168653,26.71904631288215,20.4166666666732,16.8333333804339,3.427614374467132,100988.99999804008,14.11363636363639,2.4
2022-08-13 18:45:00+00:00,21.765363128622997,2.456131277289387,0.0,26.17272727272726,6.666666666666667,6.0,3.2475151213290068,100996.0,14.127272727272723,2.1765363128622996
2022-08-13 19:00:00+00:00,24.0,3.165737051887845,0.0,25.613636363636367,1.1020962580522706,0.6666666666666666,3.0843230593255253,101003.00000000004,14.321723771760702,2.4
2022-08-13 19:15:00+00:00,22.18994413386099,3.165737051906035,0.0,25.26363636363637,0.0,0.0,2.970982645986658,101010.0,14.345454545448373,2.218994413386099
2022-08-13 19:30:00+00:00,23.977653631241992,3.165737051891483,0.0,24.85909090909092,0.0,0.0,2.8499999999999064,101018.0,14.55959579685478,2.3977653631241993
2022-08-13 19:45:00+00:00,23.98074014647864,3.4025037668398,0.0,23.134879188256534,0.0,0.0,2.717336518309556,101032.0,14.754061645184551,2.398074014647864
2022-08-13 20:00:00+00:00,23.97790055256337,3.998129786345089,0.0,22.77131453755397,0.0,0.0,2.62822685867944,101034.99999999996,14.648549538583222,2.397790055256337
2022-08-13 20:15:00+00:00,21.65745856333524,3.998129786334175,0.0,22.55093270165985,0.0,0.0,2.2,101033.99999999996,14.609090909090908,2.165745856333524
2022-08-13 20:30:00+00:00,22.31686163158156,3.998129786352365,0.0,22.24551006358265,0.0,0.0,2.177301526583172,101037.00000000004,14.78828452228882,2.231686163158156
2022-08-13 20:45:00+00:00,20.0,3.713922181737871,0.0,23.09090909090908,0.0,0.0,2.22,101046.0,14.792231806886896,2.0
2022-08-13 21:00:00+00:00,23.977653631241992,2.9989624257505056,0.0,22.157963390708574,0.0,0.0,2.21,101039.0,14.79976982046307,2.3977653631241993
2022-08-13 21:15:00+00:00,19.977653631474823,2.998962425739592,0.0,21.2814584908198,0.0,0.0,2.125249812333485,101039.99999999996,14.787755505120622,1.9977653631474823
2022-08-13 21:30:00+00:00,19.977653631241992,2.9989624259796983,0.0,21.55558311516845,0.0,0.0,2.128821857423199,101033.99999999996,14.78493396549689,1.9977653631241992
2022-08-13 21:45:00+00:00,20.0,3.8770626111290767,0.0,21.781818181818185,0.0,0.0,2.0575065039096105,101028.0,14.833463386628278,2.0
2022-08-13 22:00:00+00:00,19.977653631241992,6.1226389740659215,0.0,21.436363636385344,0.0,0.0,2.0767782447551904,101026.99999999996,14.740909090901091,1.9977653631241992
2022-08-13 22:15:00+00:00,23.977653631241992,6.122638974295114,0.0,20.70560549608017,0.0,0.0,2.1800000000000006,101019.99999999996,14.871276220219174,2.3977653631241993
2022-08-13 22:30:00+00:00,24.0,6.122638974080473,0.0,20.850400425429093,0.0,0.0,2.3970421732670752,101017.99999999996,14.813636363636364,2.4
2022-08-13 22:45:00+00:00,20.0,6.400831479299086,0.0,20.35908234455363,0.0,0.0,2.272217439410185,101010.0,14.781818181818185,2.0
2022-08-13 23:00:00+00:00,23.977653631241992,7.12014198043471,0.0,20.56304605345167,0.0,0.0,2.3352754529269086,101001.99999999996,14.836363636363632,2.3977653631241993
2022-08-13 23:15:00+00:00,23.977653631241992,7.120141980663902,0.0,20.10363786242339,0.0,0.0,2.128433896465753,100992.0,14.82727272727272,2.3977653631241993
2022-08-13 23:30:00+00:00,24.01378026092425,7.120141980209155,0.0,20.17209369601036,0.0,0.0,2.3869967466420032,100979.00000000004,14.850000000000003,2.401378026092425
2022-08-13 23:45:00+00:00,23.963873370550573,6.8448158634892025,0.0,20.32415934705393,0.0,0.0,2.5860467736668453,100966.0,14.745442551748717,2.3963873370550575
2022-08-14 00:00:00+00:00,23.977653631241992,6.12097461983285,0.0,20.04644004814589,0.0,0.0,2.2955359256336543,100957.0,14.812999531232016,2.3977653631241993
2022-08-14 00:15:00+00:00,25.474860335234556,6.120974619603658,0.0,19.88394166742645,0.0,0.0,2.0859743574655463,100952.00000000004,14.839054461771052,2.5474860335234557
2022-08-14 00:30:00+00:00,23.955307262483984,6.120974620291236,0.0,19.555742394438944,0.0,0.0,1.7398189744745332,100938.0,14.78636363636364,2.3955307262483982
2022-08-14 00:45:00+00:00,22.54748603352345,6.665569837412477,0.0,19.065293645436203,0.0,0.0,2.059604559225252,100928.0,14.69057900278644,2.254748603352345
2022-08-14 01:00:00+00:00,24.014152700081468,8.12152848016558,0.0,19.266781152059966,0.0,0.0,2.137875301213481,100918.0,14.985900907832448,2.4014152700081466
2022-08-14 01:15:00+00:00,24.0,8.121528479689005,0.0,19.66674535194726,0.0,0.0,2.145800759294011,100904.0,14.927766465161218,2.4
2022-08-14 01:30:00+00:00,23.97777777793817,8.121528480172856,0.0,19.68251965336217,0.0,0.0,2.17,100891.99999999996,15.042918608192362,2.397777777793817
2022-08-14 01:45:00+00:00,21.41589075094089,7.8527278136061796,0.0,19.552408593395832,0.0,0.0,1.9399999999999995,100876.0,15.081692175726896,2.141589075094089
