time,electricity demand (W),heat demand (W),PV (W/Wp)
2025-11-19 17:00:00+01:00,152.61666666666667,1409.3691647720714,0.0
2025-11-19 18:00:00+01:00,147.4,1497.0892372682586,0.0
2025-11-19 19:00:00+01:00,225.2,1535.101268683273,0.0
2025-11-19 20:00:00+01:00,124.75,1538.0252710998122,0.0
2025-11-19 21:00:00+01:00,129.66666666666666,1462.0012082697838,0.0
2025-11-19 22:00:00+01:00,97.08333333333333,1257.321039112014,0.0
2025-11-19 23:00:00+01:00,88.85,842.1126959633955,0.0
2025-11-20 00:00:00+01:00,92.05,631.5845219725467,0.0
2025-11-20 01:00:00+01:00,92.91666666666667,745.6981686535212,0.0
2025-11-20 02:00:00+01:00,91.9,793.0929598189703,0.0
2025-11-20 03:00:00+01:00,103.38333333333334,822.0389310581177,0.0
2025-11-20 04:00:00+01:00,94.05,887.1170131002186,0.0
2025-11-20 05:00:00+01:00,89.35,1085.7764214392637,0.0
2025-11-20 06:00:00+01:00,92.08333333333333,1565.2991312231657,0.0
2025-11-20 07:00:00+01:00,92.95,1969.4682723267406,0.10689655172413791
2025-11-20 08:00:00+01:00,94.43333333333334,1849.587594880765,16.817241379310346
2025-11-20 09:00:00+01:00,257.7,1763.958539562211,15.610344827586207
2025-11-20 10:00:00+01:00,658.9666666666667,1678.329484243657,47.32873563218391
2025-11-20 11:00:00+01:00,601.8833333333333,1589.2752667123607,150.15977011494255
2025-11-20 12:00:00+01:00,201.38333333333333,1534.4726713084863,195.8137931034483
2025-11-20 13:00:00+01:00,135.8,1503.6462113938069,150.25977011494254
2025-11-20 14:00:00+01:00,167.66666666666666,1510.4965358192915,59.242528735632185
2025-11-20 15:00:00+01:00,130.73333333333332,1537.8978335212284,10.588505747126437
2025-11-20 16:00:00+01:00,150.71666666666667,1589.2752667123607,1.1793103448275863
2025-11-20 17:00:00+01:00,147.08333333333334,1654.3533487544619,0.0
2025-11-20 18:00:00+01:00,142.26666666666668,1719.431430796563,0.0
2025-11-20 19:00:00+01:00,212.33333333333334,1736.5572418602737,0.0
2025-11-20 20:00:00+01:00,114.91666666666667,1729.7069174347891,0.0
2025-11-20 21:00:00+01:00,126.23333333333333,1647.5030243289775,0.0
2025-11-20 22:00:00+01:00,100.91666666666667,1455.6939404154168,0.0
2025-11-20 23:00:00+01:00,93.78333333333333,1027.548663822647,0.0
2025-11-21 00:00:00+01:00,97.38333333333334,822.0389310581177,0.0
2025-11-21 01:00:00+01:00,94.65,734.4547414620617,0.0
2025-11-21 02:00:00+01:00,95.68333333333334,734.2951021852047,0.0
2025-11-21 03:00:00+01:00,101.03333333333333,758.7702865294856,0.0
2025-11-21 04:00:00+01:00,94.01666666666667,818.8396008797366,0.0
2025-11-21 05:00:00+01:00,89.1,1002.2090867910289,0.0
2025-11-21 06:00:00+01:00,89.26666666666667,1444.825087266562,0.0
2025-11-21 07:00:00+01:00,88.28333333333333,1817.8871448102261,0.0
2025-11-21 08:00:00+01:00,100.86666666666666,1707.2331446913429,2.1
2025-11-21 09:00:00+01:00,252.08333333333334,1628.1945731778546,10.888505747126436
2025-11-21 10:00:00+01:00,101.95,1549.1560016643666,15.944827586206896
2025-11-21 11:00:00+01:00,99.16666666666667,1466.9558872903388,31.64712643678161
2025-11-21 12:00:00+01:00,109.56666666666666,1416.3712015217066,50.48850574712643
2025-11-21 13:00:00+01:00,123.6,1387.9173157768507,66.54827586206896
2025-11-21 14:00:00+01:00,134.16666666666666,1394.24040149793,85.38850574712643
2025-11-21 15:00:00+01:00,173.36666666666667,1419.5327443822462,19.626436781609193
2025-11-21 16:00:00+01:00,142.81666666666666,1466.9558872903388,1.5229885057471264
2025-11-21 17:00:00+01:00,149.7,1527.02520164059,0.0
2025-11-21 18:00:00+01:00,197.08333333333334,1587.0945159908408,0.0
2025-11-21 19:00:00+01:00,219.65,1602.9022302935387,0.0
2025-11-21 20:00:00+01:00,124.1,1596.5791445724594,0.0
2025-11-21 21:00:00+01:00,121.88333333333334,1520.7021159195108,0.0
2025-11-21 22:00:00+01:00,100.85,1343.6557157292978,0.0
2025-11-21 23:00:00+01:00,94.05,948.4628581618571,0.0
2025-11-22 00:00:00+01:00,101.08333333333333,758.7702865294856,0.0
2025-11-22 01:00:00+01:00,94.28333333333333,721.6516519325513,0.0
2025-11-22 02:00:00+01:00,98.66666666666667,739.0540829694357,0.0
2025-11-22 03:00:00+01:00,102.86666666666666,764.6166543198952,0.0
2025-11-22 04:00:00+01:00,102.88333333333334,825.1488061202201,0.0
2025-11-22 05:00:00+01:00,82.96666666666667,1009.9311642475282,0.0
2025-11-22 06:00:00+01:00,97.3,1455.9575459341336,0.0
2025-11-22 07:00:00+01:00,91.08333333333333,1831.8940676414154,0.6379310344827586
2025-11-22 08:00:00+01:00,89.6,1720.387472219764,23.881609195402298
2025-11-22 09:00:00+01:00,231.05,1640.7399040614414,42.57586206896552
2025-11-22 10:00:00+01:00,90.43333333333334,1561.0923359031194,58.42873563218391
2025-11-22 11:00:00+01:00,93.01666666666667,1478.258865018464,74.5896551724138
2025-11-22 12:00:00+01:00,92.8,1427.2844213971375,220.71379310344827
2025-11-22 13:00:00+01:00,139.33333333333334,1398.6112968601417,441.1770114942529
2025-11-22 14:00:00+01:00,171.11666666666667,1404.9831023128072,306.7689655172414
2025-11-22 15:00:00+01:00,142.36666666666667,1430.4703241234706,132.22988505747128
2025-11-22 16:00:00+01:00,139.38333333333333,1478.258865018464,4.12183908045977
2025-11-22 17:00:00+01:00,207.73333333333332,1538.791016818789,0.0
2025-11-22 18:00:00+01:00,151.91666666666666,1599.323168619114,0.0
2025-11-22 19:00:00+01:00,208.6,1615.2526822507784,0.0
2025-11-22 20:00:00+01:00,120.48333333333333,1608.880876798113,0.0
2025-11-22 21:00:00+01:00,120.56666666666666,1532.4192113661231,0.0
2025-11-22 22:00:00+01:00,96.08333333333333,1354.008658691481,0.0
2025-11-22 23:00:00+01:00,89.05,955.7708178998688,0.0
2025-11-23 00:00:00+01:00,95.25,764.6166543198952,0.0
2025-11-23 01:00:00+01:00,92.91666666666667,754.9004248913624,0.0
2025-11-23 02:00:00+01:00,97.56666666666666,783.5049715517188,0.0
2025-11-23 03:00:00+01:00,102.45,811.1412650835565,0.0
2025-11-23 04:00:00+01:00,98.1,875.3566152360046,0.0
