TIME     ;ta (°C);Ghoris (W/m2;Gbn (W(m2);w10 (m/s);EL (W/m2)
3845;17,2;0;0;0;333
3846;18,7;18;0;1;339
3847;20,1;141;194;2,1;345
3848;21,6;340;407;3,1;351
3849;22,5;545;630;3,1;364
3850;23,3;718;705;3,1;375
3851;24,2;836;691;3,1;381
3852;24,6;919;708;3,6;382
3853;25;944;712;4,1;384
3854;25,4;908;711;4,6;385
3855;24,8;814;689;5,4;383
3856;24,2;668;674;6,2;376
3857;24,2;485;556;6,2;377
3858;23,5;285;352;5,5;372
3859;22,7;104;99;4,8;367
3860;22;10;0;4,1;362
3861;21,5;0;0;2,7;360
3862;20,9;0;0;1,4;351
3863;20,4;0;0;0;349
3864;19,6;0;0;0;345
3865;18,8;0;0;0;341
3866;18;0;0;0;337
3867;17,9;0;0;0;337
3868;17,9;0;0;0;338
3869;17,8;0;0;0;338
3870;19,3;18;0;1;344
3871;20,7;141;191;2,1;349
3872;22,2;339;403;3,1;355
3873;23;547;636;2,9;360
3874;23,8;730;748;2,8;364
3875;24,6;871;789;2,6;369
3876;23,8;954;822;2,8;364
3877;23;968;789;2,9;360
3878;22,2;911;681;3,1;355
3879;23,3;817;698;3,8;361
3880;24,5;672;634;4,4;374
3881;25,6;488;510;5,1;380
3882;25;293;381;3,4;378
3883;24,4;108;116;1,7;369
3884;23,8;11;0;0;366
3885;23,3;0;0;1;363
3886;22,9;0;0;2,1;360
3887;22,4;0;0;3,1;357
3888;21,9;0;0;2,8;355
3889;21,5;0;0;2,4;353
3890;21;0;0;2,1;351
3891;21;0;0;2,1;351
3892;21;0;0;2,1;351
3893;21;0;0;2,1;351
3894;21,4;18;0;1,4;353
3895;21,8;141;191;0,7;355
3896;22,2;338;401;0;356
3897;23,1;545;631;1;362
3898;23,9;728;742;2,1;367
3899;24,8;868;823;3,1;372
3900;25,6;953;818;3,3;381
3901;26,4;968;791;3,4;389
3902;27,2;914;688;3,6;391
3903;26,5;836;762;4,1;389
3904;25,9;696;719;4,6;383
3905;25,2;507;576;5,1;374
3906;24,5;299;359;4,3;371
3907;23,7;110;127;3,4;367
3908;23;11;0;2,6;364
3909;23;0;0;2,6;364
3910;23;0;0;2,6;364
3911;23;0;0;2,6;364
3912;21,6;0;0;1,7;356
3913;20,2;0;0;0,9;348
3914;18,8;0;0;0;340
3915;18,8;0;0;0;340
3916;18,2;0;0;0;338
3917;17,6;0;0;0;335
3918;19,4;18;0;0;343
3919;21,2;141;190;0;351
3920;23;338;401;0;360
3921;24,1;546;632;0,9;366
3922;25,3;729;744;1,7;373
3923;26,4;869;783;2,6;379
3924;26,4;955;826;3,3;379
3925;26,4;981;829;3,9;379
3926;26,4;944;824;4,6;379
3927;26,4;847;796;5;380
3928;26,4;698;714;5,3;380
3929;26,4;508;638;5,7;380
3930;25,6;300;360;4,8;376
3931;24,8;111;120;4;372
3932;24;11;0;3,1;367
3933;23,7;0;0;2,1;366
3934;23,5;0;0;1;365
3935;23,2;0;0;0;363
3936;22,5;0;0;0;359
3937;21,7;0;0;0;354
3938;21;0;0;0;350
3939;20,3;0;0;0;346
3940;19,5;0;0;0;341
3941;18,8;0;0;0;337
3942;20,6;18;0;0,9;347
3943;22,4;141;191;1,7;356
3944;24,2;338;401;2,6;365
3945;24,9;545;632;3,1;370
3946;25,7;728;743;3,6;375
3947;26,4;868;782;4,1;380
3948;26,4;953;885;3,9;381
3949;26,4;978;884;3,8;382
3950;26,4;940;874;3,6;383
3951;26,7;846;845;3,3;383
3952;27,1;699;714;2,9;383
3953;27,4;511;621;2,6;383
3954;26,7;302;409;4,5;377
3955;26,1;112;125;6,3;372
3956;25,4;12;0;8,2;366
3957;24,5;0;0;8,6;362
3958;23,7;0;0;8,9;358
3959;22,8;0;0;9,3;354
3960;22,3;0;0;8,9;353
3961;21,7;0;0;8,6;351
3962;21,2;0;0;8,2;349
3963;21;0;0;8;348
3964;20,8;0;0;7,9;347
3965;20,6;0;0;7,7;346
3966;21,1;18;0;7,9;348
3967;21,7;138;179;8;358
3968;22,2;325;355;8,2;360
3969;23,3;526;539;8,6;366
3970;24,3;704;659;8,9;371
3971;25,4;840;689;9,3;377
3972;25,9;923;721;8,8;385
3973;26,3;948;722;8,2;387
3974;26,8;913;718;7,7;390
3975;24;818;693;5,4;377
3976;21,2;674;628;3,1;365
3977;25,8;495;547;9,3;382
3978;24,7;288;309;7,1;381
3979;23,7;105;91;4,8;377
3980;22,6;11;0;2,6;375
3981;23,7;0;0;4,8;377
3982;24,7;0;0;7,1;381
3983;25,8;0;0;9,3;382
3984;24;0;0;7,9;377
3985;22,2;0;0;6,5;371
3986;20,4;0;0;5,1;365
3987;20,1;0;0;4,8;362
3988;19,9;0;0;4,4;360
3989;19,6;0;0;4,1;352
3990;20,5;18;0;3,9;356
3991;21,3;140;187;3,8;353
3992;22,2;336;397;3,6;357
3993;23,3;542;622;4,1;370
3994;24,3;716;688;4,6;380
3995;25,4;836;692;5,1;386
3996;25,3;912;685;5,3;389
3997;25,2;930;661;5,5;389
3998;25,1;887;635;5,7;389
3999;25;790;589;5,8;389
4000;24,9;645;538;6;391
4001;24,8;465;448;6,2;391
4002;23,8;276;294;5,5;383
4003;22,8;103;81;4,8;373
4004;21,8;11;0;4,1;363
4005;21,4;0;0;2,7;361
4006;21;0;0;1,4;359
4007;20,6;0;0;0;358
4008;19,9;0;0;0;354
4009;19,1;0;0;0;349
4010;18,4;0;0;0;345
4011;18,7;0;0;0;347
4012;19,1;0;0;0;349
4013;19,4;0;0;0;351
4014;20,5;17;0;1,4;356
4015;21,7;138;179;2,7;356
4016;22,8;335;394;4,1;361
4017;23,8;542;624;3,9;367
4018;24,8;725;776;3,8;372
4019;25,8;864;812;3,6;385
4020;26,2;950;873;3,4;387
4021;26,6;974;870;3,3;389
4022;27;936;856;3,1;390
4023;26,3;841;820;3,8;387
4024;25,7;694;742;4,4;384
4025;25;507;618;5,1;381
4026;24,5;303;399;4,6;377
4027;23,9;114;125;4,1;365
4028;23,4;12;0;3,6;361
4029;22,6;0;0;2,4;358
4030;21,8;0;0;1,2;355
4031;21;0;0;0;353
4032;21,3;0;0;0,9;353
4033;21,7;0;0;1,7;355
4034;22;0;0;2,6;356
4035;21,9;0;0;3,4;355
4036;21,9;0;0;4,3;355
4037;21,8;0;0;5,1;360
4038;22,9;17;0;4,4;367
4039;23,9;138;181;3,8;373
4040;25;332;382;3,1;379
4041;25,5;535;634;3,1;383
4042;26,1;712;731;3,1;387
4043;26,6;846;780;3,1;390
4044;27,2;927;792;3,3;393
4045;27,8;948;777;3,4;396
4046;28,4;908;754;3,6;399
4047;27,9;816;727;4,1;396
4048;27,5;673;668;4,6;395
4049;27;492;555;5,1;393
4050;26,9;293;381;4,6;391
4051;26,9;111;113;4,1;391
4052;26,8;12;0;3,6;389
4053;25,5;0;0;3,1;383
4054;24,3;0;0;2,6;371
4055;23;0;0;2,1;365
4056;22,2;0;0;1,4;361
4057;21,4;0;0;0,7;356
4058;20,6;0;0;0;351
4059;20,2;0;0;0;349
4060;19,8;0;0;0;347
4061;19,4;0;0;0;345
4062;21,1;17;0;0;354
4063;22,9;138;182;0;363
4064;24,6;333;429;0;371
4065;25,5;538;631;1;376
4066;26,3;711;729;2,1;388
4067;27,2;831;726;3,1;394
4068;27,5;916;752;3,6;394
4069;27,7;943;758;4,1;394
4070;28;910;704;4,6;395
4071;28,1;818;686;4,8;395
4072;28,3;676;627;4,9;396
4073;28,4;495;534;5,1;397
4074;27,2;300;413;4,1;392
4075;26;115;132;3,1;379
4076;24,8;12;0;2,1;374
4077;24,1;0;0;1,4;370
4078;23,3;0;0;0,7;366
4079;22,6;0;0;0;361
4080;22;0;0;0;358
4081;21,4;0;0;0;354
4082;20,8;0;0;0;351
4083;20,1;0;0;0;348
4084;19,5;0;0;0;345
4085;18,8;0;0;0;342
4086;20,9;17;0;0,7;352
4087;23,1;138;183;1,4;362
4088;25,2;334;393;2,1;372
4089;26,2;540;623;2,1;379
4090;27,2;723;774;2,1;385
4091;28,2;863;813;2,1;391
4092;28,9;952;883;2,3;394
4093;29,7;980;825;2,4;397
4094;30,4;947;825;2,6;399
4095;30;851;795;3,4;398
4096;29,6;701;707;4,3;396
4097;29,2;510;563;5,1;394
4098;28,7;291;307;4,1;389
4099;28,1;101;79;3,1;384
4100;27,6;9;0;2,1;379
4101;26,6;0;0;1,4;375
4102;25,6;0;0;0,7;371
4103;24,6;0;0;0;367
4104;24,8;0;0;0;370
4105;25;0;0;0;373
4106;25,2;0;0;0;376
4107;24,4;0;0;0,7;373
4108;23,6;0;0;1,4;369
4109;22,8;0;0;2,1;366
4110;24,1;16;0;2,6;378
4111;25,5;127;120;3,1;389
4112;26,8;302;284;3,6;394
4113;27,6;451;313;3,4;398
4114;28,4;535;190;3,3;397
4115;29,2;534;144;3,1;394
4116;30,4;798;354;3,8;399
4117;31,6;946;652;4,4;405
4118;32,8;949;789;5,1;410
4119;32,7;856;811;6,5;408
4120;32,7;709;733;7,9;406
4121;32,6;520;619;9,3;403
4122;31,1;309;373;9,6;398
4123;29,5;117;130;10;392
4124;28;13;0;10,3;386
4125;27,2;0;0;7,9;383
4126;26,4;0;0;5,5;380
4127;25,6;0;0;3,1;377
4128;25,7;0;0;3,4;376
4129;25,9;0;0;3,8;376
4130;26;0;0;4,1;375
4131;25,5;0;0;4,4;373
4132;25,1;0;0;4,8;371
4133;24,6;0;0;5,1;369
4134;25,3;17;0;5,1;373
4135;26,1;136;180;5,1;377
4136;26,8;332;389;5,1;381
4137;27,9;537;617;5,8;386
4138;28,9;713;687;6,5;398
4139;30;834;695;7,2;403
4140;30,1;920;713;7;403
4141;30,3;947;717;6,9;404
4142;30,4;914;716;6,7;404
4143;30,5;823;698;6,5;404
4144;30,7;681;637;6,4;405
4145;30,8;499;545;6,2;405
4146;29,5;294;312;5,8;397
4147;28,1;110;96;5,5;389
4148;26,8;12;0;5,1;382
4149;26,3;0;0;4,8;379
4150;25,7;0;0;4,4;376
4151;25,2;0;0;4,1;374
4152;24,7;0;0;4,1;378
4153;24,1;0;0;4,1;376
4154;23,6;0;0;4,1;375
4155;23,4;0;0;3,6;374
4156;23,2;0;0;3,1;373
4157;23;0;0;2,6;368
4158;23,7;15;0;3,4;377
4159;24,3;123;120;4,3;380
4160;25;301;283;5,1;384
4161;26,2;491;418;6;389
4162;27,4;660;529;6,8;394
4163;28,6;792;530;7,7;393
4164;28,7;801;429;7,5;403
4165;28,9;728;259;7,4;411
4166;29;587;178;7,2;420
4167;29,2;633;246;7,9;416
4168;29,4;593;359;8,6;413
4169;29,6;473;435;9,3;410
4170;28,9;289;326;8,3;404
4171;28,3;112;104;7,2;396
4172;27,6;12;0;6,2;387
4173;26,7;0;0;4,1;384
4174;25,9;0;0;2,1;381
4175;25;0;0;0;377
4176;24,3;0;0;0,7;383
4177;23,7;0;0;1,4;387
4178;23;0;0;2,1;388
4179;23;0;0;2,6;380
4180;23;0;0;3,1;372
4181;23;0;0;3,6;359
4182;24,5;17;0;3,8;367
4183;26,1;135;178;3,9;375
4184;27,6;330;390;4,1;383
4185;28,9;536;619;5;397
4186;30,3;712;689;5,8;410
4187;31,6;834;696;6,7;417
4188;32,3;919;714;5,8;421
4189;32,9;947;716;5;424
4190;33,6;914;714;4,1;428
4191;33,6;823;695;4,1;428
4192;33,6;681;633;4,1;428
4193;33,6;499;541;4,1;428
4194;32,5;305;393;3,8;420
4195;31,3;119;131;3,4;407
4196;30,2;13;0;3,1;392
4197;29;0;0;3,1;387
4198;27,9;0;0;3,1;382
4199;26,7;0;0;3,1;376
4200;25,5;0;0;3,1;371
4201;24,4;0;0;3,1;366
4202;23,2;0;0;3,1;361
4203;23,6;0;0;2,1;363
4204;24;0;0;1;365
4205;24,4;0;0;0;368
4206;25,7;16;0;1,7;374
4207;26,9;134;175;3,4;380
4208;28,2;329;387;5,1;387
4209;29,3;535;615;5,5;392
4210;30,5;710;686;5,8;406
4211;31,6;832;693;6,2;412
4212;32;919;713;6,5;413
4213;32,4;947;717;6,9;415
4214;32,8;915;717;7,2;416
4215;32,3;824;699;7,4;413
4216;31,7;682;638;7,5;409
4217;31,2;501;547;7,7;406
4218;30,1;306;394;7,5;400
4219;28,9;119;131;7,4;387
4220;27,8;13;0;7,2;381
4221;26,9;0;0;4,8;378
4222;25,9;0;0;2,4;373
4223;25;0;0;0;370
4224;24,6;0;0;0,7;367
4225;24,2;0;0;1,4;365
4226;23,8;0;0;2,1;363
4227;23,9;0;0;2,3;363
4228;24,1;0;0;2,4;364
4229;24,2;0;0;2,6;364
4230;25,2;16;0;2,8;368
4231;26,2;134;176;2,9;372
4232;27,2;330;396;3,1;377
4233;28,1;539;595;4,5;381
4234;29,1;726;720;5,8;386
4235;30;870;775;7,2;390
4236;30,1;961;856;7,5;389
4237;30,1;989;858;7,9;394
4238;30,2;953;845;8,2;392
4239;30,1;852;771;8,2;391
4240;30,1;699;671;8,2;383
4241;30;507;542;8,2;382
4242;28,8;309;381;7;378
4243;27,6;120;112;5,8;373
4244;26,4;13;0;4,6;369
4245;25,7;0;0;5;366
4246;25,1;0;0;5,3;364
4247;24,4;0;0;5,7;361
4248;24;0;0;5,7;359
4249;23,6;0;0;5,7;357
4250;23,2;0;0;5,7;355
4251;23,1;0;0;5,7;354
4252;23,1;0;0;5,7;354
4253;23;0;0;5,7;353
4254;24;16;0;6,2;357
4255;25;133;143;6,7;362
