TIME     ;ta (°C);Ghoris (W/m2;Gbn (W(m2);w10 (m/s);EL (W/m2)
4406;27,2;858;613;6,2;406
4407;27;777;580;6,2;400
4408;27;643;564;6,2;401
4409;26,6;474;468;6,2;394
4410;27;270;237;5,1;401
4411;26;98;51;5,1;399
4412;24,6;10;0;2,1;395
4413;26;0;0;0;399
4414;25;0;0;0;387
4415;23,2;0;0;0;374
4416;24;0;0;0;377
4417;23;0;0;0;371
4418;23,2;0;0;0;374
4419;23;0;0;0;369
4420;22;0;0;0;357
4421;20,4;0;0;0;351
4422;22;14;0;0;356
4423;23;126;168;0;361
4424;24,8;320;383;2,1;371
4425;26;519;561;3,1;390
4426;27;664;539;3,1;399
4427;27;716;439;4,1;407
4428;27;792;497;3,1;406
4429;28;820;448;4,1;409
4430;28,4;792;448;5,1;412
4431;28;757;542;6,2;410
4432;28;656;583;5,1;408
4433;27,8;500;566;5,1;403
4434;29;306;389;5,1;403
4435;27;119;138;3,6;397
4436;25,4;13;0;4,1;382
4437;26;0;0;4,1;388
4438;25;0;0;2,6;374
4439;23,4;0;0;0;366
4440;24;0;0;0;367
4441;24;0;0;0;367
4442;22,2;0;0;0;359
4443;23;0;0;0;362
4444;23;0;0;0;363
4445;21;0;0;0;354
4446;23;14;0;0;362
4447;24;125;164;0;367
4448;25,2;319;385;3,1;370
4449;26;527;622;3,1;375
4450;26;711;719;3,1;382
4451;28,8;849;775;5,1;398
4452;28,9;910;714;4,6;400
4453;29;888;592;4,1;403
4454;28,8;788;481;4,1;403
4455;29;712;451;4,1;403
4456;29;593;360;6,2;400
4457;27,4;434;342;3,1;396
4458;27;283;310;6,2;396
4459;26;116;124;5,1;388
4460;25,2;13;0;2,6;384
4461;26;0;0;1,5;386
4462;26;0;0;0;378
4463;24;0;0;0;369
4464;24;0;0;0;369
4465;24;0;0;0;369
4466;22,4;0;0;0;361
4467;24;0;0;0;368
4468;23;0;0;0;362
4469;21,4;0;0;0;355
4470;23;14;0;0;361
4471;23;123;144;0;363
4472;25,2;316;413;0;374
4473;26;522;627;2,1;379
4474;27;706;758;3,1;392
4475;27,6;844;811;3,1;397
4476;28;934;845;3,1;398
4477;29;966;854;3,1;403
4478;28,8;935;852;3,1;401
4479;30;850;785;5,1;401
4480;29;699;743;5,1;403
4481;28,2;514;642;5,1;399
4482;28;306;385;5,1;398
4483;27,3;117;123;3,9;384
4484;26,6;13;0;2,6;379
4485;27;0;0;0;380
4486;27;0;0;0;380
4487;25;0;0;0;372
4488;26;0;0;0;375
4489;26;0;0;0;378
4490;24,4;0;0;0;371
4491;25;0;0;4,1;372
4492;25;0;0;0;373
4493;23;0;0;1,5;363
4494;24;13;0;3,1;368
4495;25;122;142;0;373
4496;26,2;314;409;3,1;381
4497;27;521;626;5,1;385
4498;28;702;749;4,1;400
4499;28;842;809;3,1;399
4500;29;923;809;3,1;408
4501;29,6;934;743;3,1;414
4502;29,6;904;741;3,1;414
4503;29,3;826;754;4,1;412
4504;29;691;706;5,1;412
4505;28,8;512;635;6,2;404
4506;29;308;430;4,1;404
4507;29;119;139;3,6;403
4508;26,8;13;0;4,1;391
4509;27;0;0;2,6;392
4510;27;0;0;0;383
4511;25,2;0;0;0;374
4512;26;0;0;0;376
4513;26;0;0;2,1;377
4514;25,2;0;0;0;374
4515;25;0;0;0;370
4516;25;0;0;2,1;369
4517;24,4;0;0;4,1;369
4518;25;12;0;3,1;372
4519;26;112;113;2,6;377
4520;26,4;285;273;2,1;379
4521;26;500;530;2,1;379
4522;28;701;700;2,1;389
4523;28,4;849;806;2,1;393
4524;28;944;820;4,1;387
4525;28;965;855;6,2;401
4526;29;931;841;6,2;405
4527;31;848;781;6,2;408
4528;30;697;735;6,2;410
4529;29,2;511;614;5,1;408
4530;29;302;369;2,1;411
4531;30;113;114;0;412
4532;28,4;12;0;4,1;405
4533;29;0;0;4,1;408
4534;28;0;0;4,1;397
4535;26,8;0;0;0;384
4536;27;0;0;0;385
4537;26;0;0;0;379
4538;25,4;0;0;0;377
4539;25;0;0;0;374
4540;25;0;0;0;372
4541;23,2;0;0;0;366
4542;24;13;0;2,1;368
4543;24;119;137;0;368
4544;25,6;311;407;0;377
4545;27;518;626;3,1;383
4546;27;703;759;3,1;391
4547;28,4;843;821;3,1;398
4548;28;936;796;3,1;395
4549;29;967;800;4,1;400
4550;29,2;932;845;6,2;404
4551;29;842;816;5,1;403
4552;29;699;746;5,1;401
4553;30,4;517;604;4,1;404
4554;29;310;440;3,1;401
4555;28;119;141;6,2;390
4556;26;13;0;4,1;377
4557;27;0;0;3,1;381
4558;27;0;0;2,1;378
4559;25,4;0;0;0;370
4560;26;0;0;0;372
4561;25;0;0;0;369
4562;23,8;0;0;2,6;366
4563;25;0;0;2,6;370
4564;24;0;0;0;366
4565;22,2;0;0;0;357
4566;23;12;0;0;361
4567;24;118;149;0;366
4568;25,8;308;403;0;378
4569;26;517;625;2,6;378
4570;27;702;760;3,1;386
4571;27,8;846;801;3,1;391
4572;28;939;874;2,6;390
4573;29;968;870;4,1;403
4574;29,4;931;845;6,7;405
4575;31;842;816;6,2;413
4576;32;702;711;5,1;413
4577;30,2;516;602;7,2;403
4578;30;310;412;7,2;403
4579;28;118;133;10,3;386
4580;26,8;13;0;9,3;377
4581;27;0;0;5,1;378
4582;26;0;0;9,3;373
4583;25,4;0;0;8,2;371
4584;26;0;0;5,1;375
4585;26;0;0;3,1;373
4586;24,8;0;0;3,6;367
4587;24;0;0;0;362
4588;24;0;0;0;371
4589;23,8;0;0;5,1;372
4590;24;11;0;6,2;371
4591;24;110;117;4,1;364
4592;25,6;297;329;4,1;371
4593;28;473;437;6,2;390
4594;29;592;379;4,1;400
4595;28,4;631;254;3,1;398
4596;29;695;296;3,6;407
4597;30;719;298;5,1;412
4598;29,8;692;291;4,1;410
4599;29;736;451;3,1;399
4600;30;673;600;7,2;399
4601;29,4;514;575;7,2;401
4602;29;311;417;9,3;394
4603;28;118;134;8,2;381
4604;26,6;12;0;5,1;373
4605;27;0;0;5,1;374
4606;26;0;0;4,1;369
4607;25;0;0;5,1;362
4608;26;0;0;5,1;365
4609;23;0;0;0;352
4610;21,8;0;0;0;346
4611;22;0;0;0;347
4612;22;0;0;2,1;346
4613;20,6;0;0;3,1;343
4614;22;12;0;4,1;349
4615;23;115;119;3,1;355
4616;24,6;308;373;3,1;364
4617;26;518;580;5,1;371
4618;28;708;679;6,2;380
4619;28,8;854;794;6,2;386
4620;31;947;838;5,1;398
4621;32;980;847;6,2;402
4622;31,6;950;850;6,2;399
4623;33;862;808;6,2;402
4624;33;713;724;6,2;403
4625;31,6;524;629;5,1;394
4626;32;312;386;5,1;396
4627;31;118;111;4,1;399
4628;28,4;12;0;5,1;385
4629;28;0;0;4,1;382
4630;27;0;0;5,1;370
4631;26,4;0;0;4,1;371
4632;26;0;0;2,1;369
4633;25,2;0;0;2,3;368
4634;24,4;0;0;2,6;365
4635;25;0;0;2,1;362
4636;24;0;0;3,1;359
4637;22,4;0;0;0;354
4638;24;11;0;2,1;359
4639;25;114;143;3,1;366
4640;26,2;305;369;4,1;374
4641;29;519;569;8,2;382
4642;31;707;715;9,3;396
4643;30,4;856;776;8,2;391
4644;33;949;852;5,1;406
4645;29;984;864;8,2;382
4646;32,2;952;858;6,1;399
4647;34;859;801;5,1;410
4648;34;712;721;5,1;410
4649;32,6;522;592;7,2;402
4650;33;311;398;6,2;403
4651;32;117;111;4,1;398
4652;29,8;12;0;4,1;386
4653;29;0;0;3,1;381
4654;28;0;0;5,1;373
4655;27,8;0;0;3,6;374
4656;28;0;0;4,1;375
4657;26;0;0;1,5;367
4658;25,4;0;0;2,1;368
4659;24;0;0;0;359
4660;24;0;0;0;361
4661;22,8;0;0;3,1;358
4662;25;11;0;0;366
4663;27;112;140;7,2;376
4664;27,2;303;366;6,2;379
4665;28;514;574;7,2;382
4666;28;703;714;4,1;382
4667;32;854;774;7,7;400
4668;34;946;842;7,7;412
4669;31;969;881;5,1;406
4670;31,4;938;875;5,1;408
4671;32;849;795;3,1;408
4672;31;702;766;3,1;404
4673;32;517;624;2,1;406
4674;33;310;394;6,2;404
4675;32;116;129;6,2;402
4676;29,4;12;0;7,2;388
4677;30;0;0;4,1;389
4678;29;0;0;0;386
4679;28,6;0;0;0;385
4680;26;0;0;0;372
4681;27;0;0;0;374
4682;24,4;0;0;0;366
4683;26;0;0;3,1;373
4684;25;0;0;2,1;366
4685;26;0;0;3,1;372
4686;25;11;0;3,1;366
4687;25;110;137;3,1;366
4688;27,8;301;362;5,1;384
4689;28;511;571;3,1;384
4690;31;699;717;2,1;402
4691;30,4;840;832;3,1;405
4692;30;931;861;3,1;404
4693;32;969;886;3,1;410
4694;32,2;941;823;2,6;409
4695;32;850;799;3,1;407
4696;35;707;730;3,1;419
4697;34,6;517;615;5,1;419
4698;34;306;367;5,1;418
4699;34;114;126;4,1;416
4700;31,4;12;0;5,1;400
4701;29;0;0;0;397
4702;28;0;0;0;393
4703;26,6;0;0;0;380
4704;26;0;0;0;381
4705;26;0;0;0;381
4706;25;0;0;0;376
4707;25;0;0;0;374
4708;26;0;0;0;377
4709;23,4;0;0;0;366
4710;25;10;0;0;370
4711;28;108;133;2,1;381
4712;30;300;363;2,1;392
4713;33;512;560;3,1;406
4714;32;698;719;2,1;406
4715;31;838;827;3,1;409
4716;31;931;865;4,1;408
4717;33;973;834;3,1;411
4718;34;942;830;7,2;416
4719;35;849;799;5,1;423
4720;35;702;714;5,1;425
4721;33,6;516;625;8,2;413
4722;33;305;366;4,6;411
4723;33;113;124;4,6;411
4724;30,6;11;0;5,1;400
4725;30;0;0;4,1;394
4726;30;0;0;4,1;394
4727;27,6;0;0;0;387
4728;27;0;0;0;386
4729;26;0;0;0;378
4730;24,4;0;0;0;371
4731;26;0;0;0;375
4732;25;0;0;0;378
4733;23,8;0;0;0;377
4734;26;10;0;0;383
4735;26;104;105;0;386
4736;26,6;292;375;0;389
4737;28;503;551;3,1;395
4738;29;693;712;3,1;394
4739;30,2;839;804;4,1;402
4740;31;933;875;4,1;406
4741;32;964;875;2,6;412
4742;33,8;937;880;6,7;419
4743;35;844;840;6,2;427
4744;35;700;764;6,2;426
4745;33,4;513;617;6,2;415
4746;33;303;361;5,1;414
4747;32;112;128;6,2;410
4748;30,2;11;0;3,1;400
4749;29;0;0;2,6;394
4750;28;0;0;0;390
4751;26,2;0;0;0;383
4752;26;0;0;0;378
4753;26;0;0;2,1;382
4754;25;0;0;0;378
4755;25;0;0;0;376
4756;25;0;0;2,1;376
4757;24;0;0;0;370
4758;25;10;0;0;373
4759;25;104;111;0;373
4760;26,4;293;383;3,1;381
4761;27;501;586;4,1;385
4762;28;686;739;4,1;400
4763;29,8;827;795;5,1;411
4764;29;913;806;5,1;412
4765;30;936;776;5,1;417
4766;30,2;895;733;5,1;418
4767;29;806;706;7,7;413
4768;28;668;656;6,7;406
4769;27,6;487;538;6,2;406
4770;27,3;292;385;5,6;403
4771;27;108;116;5,1;400
4772;25,6;11;0;3,1;387
4773;26;0;0;3,1;388
4774;27;0;0;0;383
4775;25,6;0;0;0;378
4776;26;0;0;0;378
4777;26;0;0;2,1;381
4778;25;0;0;0;375
4779;25;0;0;0;374
4780;25;0;0;3,6;376
4781;24;0;0;2,1;369
4782;24,5;9;0;2,1;371
4783;25;103;121;2,1;372
4784;26,2;292;350;3,1;378
4785;27;499;621;3,1;391
4786;28;679;719;4,1;401
4787;28;804;716;4,1;404
4788;28;847;612;5,1;408
4789;30;807;482;4,1;421
4790;30;781;494;4,1;421
4791;29;704;443;6,2;417
4792;29;582;394;6,7;417
4793;28,4;425;337;4,1;413
4794;28;273;301;4,1;407
4795;28;106;99;6,2;400
4796;27;10;0;3,1;390
4797;27;0;0;0;391
4798;27;0;0;5,1;383
4799;25;0;0;2,1;375
4800;26;0;0;2,1;379
4801;26;0;0;2,1;378
4802;24,6;0;0;2,1;371
4803;24;0;0;0;365
4804;25;0;0;0;373
4805;22,6;0;0;0;361
4806;24;9;0;2,1;364
4807;26;102;120;2,1;373
4808;25;291;351;0;370
4809;28;502;562;3,1;384
4810;31;690;698;5,1;407
4811;28,6;825;799;5,1;404
4812;28;917;830;5,1;401
4813;29;953;845;4,1;404
4814;29,6;922;838;4,1;408
4815;31;841;783;4,1;411
4816;33;699;727;6,2;411
4817;31,4;510;607;7,2;403
4818;31;300;360;8,2;402
4819;30;109;116;7,2;396
4820;28,2;10;0;6,2;386
4821;28;0;0;8,2;382
4822;28;0;0;3,1;380
4823;27;0;0;0;376
4824;27;0;0;3,1;375
4825;26;0;0;0;373
4826;24,6;0;0;0;371
4827;24;0;0;0;367
4828;24;0;0;2,6;362
4829;24;0;0;2,6;365
4830;25;9;0;2,6;367
4831;25;100;118;3,1;367
4832;26,6;288;348;2,1;380
4833;28;500;561;4,1;385
4834;28;689;699;2,1;386
4835;28,8;836;810;6,2;393
4836;29;903;783;3,1;409
4837;30;856;553;4,1;419
4838;31,6;690;281;8,2;435
4839;32;748;513;5,1;431
4840;32;679;639;6,2;422
4841;30,2;509;620;9,8;396
4842;30;299;363;8,2;394
4843;29;108;116;6,2;389
4844;27,8;10;0;8,7;380
4845;28;0;0;7,7;382
4846;28;0;0;5,1;382
4847;26,8;0;0;0;378
4848;26;0;0;0;372
4849;25;0;0;0;369
4850;23,8;0;0;0;367
4851;24;0;0;0;367
4852;24;0;0;0;365
4853;21,8;0;0;0;356
4854;23;8;0;0;359
4855;24;99;115;0;365
4856;26;286;346;0;377
4857;27;498;558;3,1;380
4858;28;684;700;3,1;395
4859;28,2;824;803;3,6;400
4860;29;911;816;3,1;409
4861;29;935;787;2,6;409
4862;29,2;894;743;3,1;410
4863;32;819;765;3,6;423
4864;30;680;704;5,1;416
4865;28,6;499;624;6,2;403
4866;28;293;410;8,2;398
4867;28;105;114;5,1;398
4868;26,4;10;0;5,1;390
4869;27;0;0;3,1;393
4870;27;0;0;2,1;385
4871;24,6;0;0;0;374
4872;26;0;0;0;378
4873;26;0;0;0;379
4874;23,8;0;0;0;370
4875;25;0;0;2,1;372
4876;26;0;0;4,1;375
4877;25,6;0;0;5,7;373
4878;26;8;0;4,1;375
4879;26;96;109;4,1;383
4880;27,8;282;333;6,2;394
4881;29;493;549;6,2;399
4882;31;686;697;5,1;402
4883;31,2;838;784;7,2;401
4884;33;935;837;5,1;408
4885;34;967;838;8,2;415
4886;33,2;937;833;8,2;411
4887;35;843;800;7,2;422
4888;34,1;695;715;7,2;423
4889;33,2;503;566;7,2;418
4890;34;294;350;7,2;423
4891;33;104;108;6,2;418
4892;30,6;9;0;5,1;404
4893;31;0;0;3,1;405
4894;29;0;0;2,6;389
4895;28;0;0;2,6;383
4896;28;0;0;2,6;384
4897;27;0;0;0;378
4898;25;0;0;0;373
4899;26;0;0;0;373
4900;26;0;0;2,1;377
4901;24,4;0;0;0;367
4902;25,2;8;0;0,7;373
4903;26;95;109;1,5;375
4904;27,4;281;372;3,1;387
4905;28;489;572;3,1;393
4906;31;680;703;4,1;412
4907;30,8;819;797;6,2;416
4908;31;899;779;3,1;422
4909;30;907;658;3,1;419
4910;32,2;846;617;4,1;433
4911;33;793;656;5,1;434
4912;33;671;681;4,1;433
4913;32,2;496;624;2,1;422
4914;32;292;416;2,1;419
4915;30;103;113;2,6;403
4916;29,2;9;0;2,1;399
4917;29;0;0;2,1;399
4918;28;0;0;0;393
4919;27;0;0;0;388
4920;27;0;0;0;388
4921;26;0;0;0;383
4922;24,8;0;0;0;377
4923;26;0;0;0;378
4924;26;0;0;0;378
4925;24;0;0;0;372
4926;25;7;0;0;374
4927;25;93;93;0;377
4928;26,8;279;369;2,1;385
4929;29;490;582;2,1;395
4930;29;678;701;2,1;397
4931;29,6;824;789;3,1;403
4932;31;921;866;3,1;408
4933;32;953;866;4,1;415
4934;32,2;929;882;5,1;411
4935;33;835;838;6,2;416
4936;34;688;754;5,1;428
4937;31,6;496;610;6,2;417
4938;32;290;417;4,1;417
4939;32;102;113;4,1;410
4940;30,8;9;0;0;402
4941;30;0;0;0;399
4942;31;0;0;2,6;402
4943;30,4;0;0;3,1;399
4944;28;0;0;0;392
4945;28;0;0;0;390
4946;26,4;0;0;2,1;382
4947;28;0;0;5,1;386
4948;27;0;0;4,1;382
4949;26,2;0;0;3,1;379
4950;27;7;0;7,2;382
4951;27;92;104;6,2;381
4952;27,4;279;340;7,2;384
4953;28;490;543;7,7;386
4954;30;682;699;7,7;396
4955;30,6;832;777;8,2;400
4956;32;927;825;6,2;407
4957;33;961;830;5,1;412
4958;31,8;934;834;8,2;403
4959;32;841;807;7,2;404
4960;32;694;727;6,2;403
4961;30;505;613;8,7;389
4962;30;292;360;6,2;391
4963;29;101;106;5,1;389
4964;26,4;8;0;7,7;376
4965;26;0;0;5,1;375
4966;26;0;0;4,1;373
4967;25,6;0;0;5,1;369
4968;26;0;0;3,1;371
4969;26;0;0;4,1;367
4970;24,8;0;0;3,1;365
4971;25;0;0;0;366
4972;24;0;0;0;361
4973;23,2;0;0;0;359
4974;24;7;0;2,1;361
4975;25;91;102;2,6;366
4976;27;278;345;2,6;377
4977;28;489;544;3,1;385
4978;28;681;701;3,1;385
4979;29;831;780;3,1;390
4980;29;927;828;4,1;390
4981;29,2;959;827;4,1;393
4982;29,4;928;820;4,1;395
4983;30;834;845;5,1;399
4984;29;687;763;7,2;394
4985;28,2;495;619;7,2;394
4986;28;287;379;5,1;391
4987;27;98;107;6,2;386
4988;26;8;0;5,1;380
4989;26;0;0;5,1;378
4990;26;0;0;2,6;379
4991;25;0;0;0;373
4992;26;0;0;0;375
4993;25;0;0;0;372
4994;24;0;0;0;366
4995;25;0;0;0;369
4996;25;0;0;0;369
4997;22,6;0;0;0;361
4998;24;6;0;0;367
4999;25;88;87;0;375
5000;26;273;364;0;381
5001;28;484;586;2,6;390
5002;28;675;708;3,1;390
5003;29;822;797;2,6;397
5004;29;919;870;3,1;396
5005;29;952;876;5,1;396
5006;29,4;925;880;6,2;396
5007;30;804;637;6,2;404
5008;30;573;361;6,2;413
5009;28,2;306;98;5,1;411
5010;28;176;57;3,1;409
5011;27;60;0;6,2;398
5012;25,8;5;0;8,2;393
5013;26;0;0;8,8;397
5014;26;0;0;3,1;400
5015;25,2;0;0;6,2;403
5016;24;0;0;3,1;393
5017;24;0;0;2,6;384
5018;24,6;0;0;3,6;377
5019;25;0;0;4,1;386
5020;25;0;0;2,6;383
5021;24,6;0;0;4,1;380
5022;26;5;0;4,1;385
5023;26,5;81;66;5,6;387
5024;27;264;264;7,2;384
5025;29;461;501;8,2;394
5026;31;634;546;7,7;403
5027;29,4;759;534;7,7;394
5028;31;880;600;6,7;404
5029;32;938;728;8,2;409
5030;30,6;924;816;7,2;402
5031;33;825;769;8,2;420
5032;32;671;664;7,2;416
5033;31,4;480;515;5,1;411
5034;30;265;274;5,1;408
5035;29;85;64;6,2;402
5036;27;6;0;6,2;389
5037;27;0;0;3,1;388
5038;27;0;0;2,1;383
5039;24,8;0;0;0;371
5040;25;0;0;0;371
5041;24;0;0;0;368
5042;23,4;0;0;0;366
5043;24;0;0;0;366
5044;23;0;0;0;362
5045;22;0;0;0;357
5046;23;6;0;0;360
5047;24;85;84;3,6;369
5048;25,4;270;329;4,1;376
5049;27;476;514;3,1;391
5050;27;659;657;3,1;391
5051;29;795;691;4,1;403
5052;31;879;689;5,1;412
5053;32;900;654;5,1;412
5054;31,8;854;594;5,1;414
5055;27;781;609;6,2;390
5056;30;650;572;6,2;411
5057;29,2;476;528;8,2;403
5058;29;278;367;8,2;403
5059;28;93;94;6,2;390
5060;26,8;7;0;4,1;376
5061;27;0;0;5,1;378
5062;26;0;0;3,1;372
5063;24;0;0;0;365
5064;25;0;0;0;369
5065;25;0;0;0;369
5066;22,6;0;0;0;360
5067;23;0;0;0;362
5068;23;0;0;0;361
5069;21,6;0;0;0;355
5070;23;5;0;0;361
5071;24;83;76;0;368
5072;25;268;326;0;374
5073;26;478;528;3,1;384
5074;27;659;713;3,1;397
5075;27,8;790;726;3,1;401
5076;28;882;754;3,1;401
5077;29;915;757;4,1;407
5078;29,2;889;711;3,1;404
5079;30;784;661;4,1;416
5080;30;636;559;5,1;412
5081;29;447;427;5,1;411
5082;29;255;279;5,1;411
5083;28,8;90;85;6,2;397
5084;28,3;7;0;5,1;382
5085;27,8;0;0;3,1;379
5086;27,1;0;0;3,1;376
5087;26,4;0;0;2,1;374
5088;25,5;0;0;0;371
5089;24,7;0;0;0;370
5090;23,9;0;0;0;367
5091;23,4;0;0;0;366
5092;23,2;0;0;0;366
5093;23,1;0;0;0;366
5094;23,1;5;0;0;366
5095;24,9;80;69;0;383
5096;26;261;344;0;389
5097;27,7;466;543;1,4;403
5098;29,5;648;686;2,7;412
5099;31,2;785;721;4,1;421
5100;31,4;863;699;4,3;427
5101;31,6;879;649;4,4;428
5102;31,8;833;617;4,6;433
5103;30,6;748;576;4,8;423
5104;29,4;613;552;4,9;417
5105;28,2;440;464;5,1;407
5106;27,7;255;314;4,3;403
5107;27,3;83;69;3,4;399
5108;26,8;6;0;2,6;389
5109;26,3;0;0;1,7;388
5110;25,7;0;0;0,9;386
5111;25,2;0;0;0;385
5112;24,7;0;0;0;382
5113;24,1;0;0;0;378
5114;23,6;0;0;0;376
5115;23,7;0;0;0;375
5116;23,7;0;0;0;375
5117;23,8;0;0;0;374
5118;24,9;5;0;0,7;380
5119;26,1;78;69;1,4;379
5120;27,2;262;321;2,1;385
5121;28,9;472;525;3,3;392
5122;30,5;657;674;4,5;406
5123;32,2;790;697;5,7;413
5124;33,1;885;723;5,9;416
5125;33,9;919;737;6;419
5126;34,8;892;740;6,2;422
5127;34,7;800;690;6;423
5128;34,7;655;623;5,9;424
5129;34,6;469;537;5,7;424
5130;33,4;270;363;5;419
5131;32,2;86;83;4,3;405
5132;31;6;0;3,6;400
5133;30,2;0;0;3,1;396
5134;29,4;0;0;2,6;393
5135;28,6;0;0;2,1;389
5136;28,3;0;0;2,1;387
5137;27,9;0;0;2,1;385
5138;27,6;0;0;2,1;384
5139;27,3;0;0;2,4;381
5140;27,1;0;0;2,8;380
5141;26,8;0;0;3,1;377
5142;28,1;4;0;3,4;384
5143;29,3;77;73;3,8;390
5144;30,6;261;290;4,1;397
5145;30,6;474;540;4,1;397
5146;30,6;668;704;4,1;397
5147;30,6;820;786;4,1;397
5148;32,5;917;836;5,3;406
5149;34,3;952;844;6,5;415
5150;36,2;922;841;7,7;425
5151;36,1;828;815;7,7;424
5152;36,1;679;710;7,7;423
5153;36;486;571;7,7;421
5154;34,7;272;346;6,8;415
5155;33,5;84;98;6;410
5156;32,2;5;0;5,1;404
5157;31,5;0;0;4,8;401
5158;30,7;0;0;4,4;397
5159;30;0;0;4,1;393
5160;29,5;0;0;3,8;391
5161;28,9;0;0;3,4;388
5162;28,4;0;0;3,1;385
5163;28,3;0;0;3,4;385
5164;28,1;0;0;3,8;383
5165;28;0;0;4,1;382
5166;28,9;4;0;3,9;387
5167;29,7;76;70;3,8;391
5168;30,6;260;290;3,6;395
5169;32,1;473;549;4,5;402
5170;33,5;669;672;5,3;408
5171;35;823;775;6,2;415
5172;35,5;921;859;6,5;417
5173;35,9;956;867;6,9;418
5174;36,4;926;864;7,2;420
5175;36,1;830;803;6,7;420
5176;35,9;678;715;6,2;420
5177;35,6;484;571;5,7;419
5178;34,5;270;345;5,3;413
5179;33,3;82;80;5;407
5180;32,2;5;0;4,6;401
5181;31,5;0;0;4,3;397
5182;30,9;0;0;3,9;394
5183;30,2;0;0;3,6;391
5184;29,6;0;0;3,3;389
5185;29;0;0;2,9;386
5186;28,4;0;0;2,6;384
5187;28,3;0;0;3,1;384
5188;28,3;0;0;3,6;384
5189;28,2;0;0;4,1;384
5190;29,1;4;0;4,8;388
5191;29,9;74;67;5,5;392
5192;30,8;257;287;6,2;396
5193;30,8;470;540;6,2;396
5194;32,7;666;667;6,4;405
5195;34,6;820;771;6,7;414
5196;35,1;917;852;6;417
5197;35,7;951;857;5,3;421
5198;36,2;919;851;4,6;424
5199;36,1;825;795;4,6;422
5200;35,9;675;711;4,6;421
5201;35,8;481;569;4,6;420
5202;34,5;267;342;4,1;413
5203;33,3;80;76;3,6;406
5204;32;5;0;3,1;399
5205;31,1;0;0;3,3;394
5206;30,3;0;0;3,4;389
5207;29,4;0;0;3,6;384
5208;28,3;0;0;2,4;380
5209;27,3;0;0;1,2;376
5210;26,2;0;0;0;371
5211;26,7;0;0;1,4;374
5212;27,3;0;0;2,7;377
5213;27,8;0;0;4,1;379
5214;28,3;3;0;4,1;383
5215;28,7;72;60;4,1;386
5216;29,2;255;284;4,1;390
5217;31,1;468;538;4,8;399
5218;33,1;664;709;5,5;408
5219;35;818;771;6,2;416
5220;35,7;916;815;5,5;420
5221;36,5;950;858;4,8;425
5222;37,2;918;853;4,1;429
5223;36,6;823;794;4,4;425
5224;36;672;709;4,8;422
5225;35,4;478;574;5,1;419
5226;34,2;262;331;4,3;422
5227;33;76;79;3,4;422
5228;31,8;4;0;2,6;416
5229;30,3;0;0;1,7;412
5230;28,7;0;0;0,9;407
5231;27,2;0;0;0;402
5232;27,2;0;0;0;402
5233;26,2;0;0;0;389
5234;25,2;0;0;0;374
5235;25;0;0;0;374
5236;24,8;0;0;0;374
5237;24,6;0;0;0;374
5238;25,7;3;0;0;379
5239;26,7;70;58;0;384
5240;27,8;251;311;0;389
5241;29,3;461;570;0,7;398
5242;30,7;654;700;1,4;406
5243;32,2;804;798;2,1;414
5244;32,9;900;852;2,6;418
5245;33,5;933;872;3,1;422
5246;34,2;902;851;3,6;426
5247;33,1;808;828;3,9;420
5248;31,9;658;743;4,3;414
5249;30,8;467;622;4,6;409
5250;29,6;257;348;4,1;402
5251;28,4;75;72;3,6;396
5252;27,2;4;0;3,1;389
5253;26,9;0;0;2,6;387
5254;26,5;0;0;2,1;385
5255;26,2;0;0;1,5;384
5256;25,9;0;0;1;382
5257;25,5;0;0;0,5;380
5258;25,2;0;0;0;378
5259;25,1;0;0;0;377
5260;25,1;0;0;0;376
5261;25;0;0;0;375
5262;26,1;3;0;0;379
5263;27,1;68;53;0;383
5264;28,2;249;277;0;388
5265;29,4;460;571;0,9;397
5266;30,6;651;696;1,7;406
5267;31,8;799;787;2,6;415
5268;32,3;897;849;3,3;416
5269;32,7;933;878;3,9;416
5270;33,2;904;867;4,6;416
5271;33,1;810;844;4,6;416
5272;33,1;659;757;4,6;416
5273;33;467;634;4,6;415
5274;31,9;255;321;3,9;407
5275;30,7;72;60;3,3;399
5276;29,6;4;0;2,6;392
5277;28,7;0;0;1,7;389
5278;27,9;0;0;0,9;386
5279;27;0;0;0;383
5280;26,5;0;0;0;379
5281;26,1;0;0;0;376
5282;25,6;0;0;0;372
5283;25,3;0;0;0;371
5284;25,1;0;0;0;371
5285;24,8;0;0;0;371
5286;25,8;2;0;0;384
5287;26,8;35;0;0;395
5288;27,8;74;0;0;401
5289;28,7;216;30;0,9;406
5290;29,7;402;110;1,9;412
5291;30,6;593;279;2,8;417
5292;31,5;751;435;3,8;423
5293;32,5;848;599;4,7;429
5294;33,4;865;661;5,7;434
5295;31,9;740;578;5,4;430
5296;30,4;564;416;5,2;426
5297;28,9;364;230;4,9;418
5298;27,4;176;80;4,6;414
5299;25,9;42;0;4,4;410
5300;24,4;2;0;4,1;403
5301;24,3;0;0;4,4;397
5302;24,3;0;0;4,8;392
5303;24,2;0;0;5,1;383
5304;23,9;0;0;4,8;380
5305;23,7;0;0;4,4;378
5306;23,4;0;0;4,1;376
5307;23,3;0;0;3,4;374
5308;23,1;0;0;2,8;372
5309;23;0;0;2,1;370
5310;23,3;2;0;3,6;372
5311;23,7;55;13;5,2;374
5312;24;206;166;6,7;375
